column,row,orientation,sonar_name,sonar_range_begin_val,probability
0,7,R,R,13.0,0.1244
0,7,R,R,14.0,0.03828
0,7,R,R,15.0,0.00957
0,7,R,R,18.0,0.00957
0,7,L,L,6.0,0.01914
0,7,L,L,7.0,0.27273
0,7,L,L,8.0,0.26316
0,7,L,L,9.0,0.14833
0,7,L,L,10.0,0.1244
0,7,L,L,11.0,0.10048
0,7,L,L,12.0,0.01914
0,7,L,L,13.0,0.02871
0,7,L,L,14.0,0.00957
0,7,L,L,15.0,0.00478
0,7,L,L,18.0,0.00957
0,7,L,R,2.0,0.07656
0,7,L,R,3.0,0.39713
0,7,L,R,4.0,0.28708
0,7,L,R,5.0,0.14833
0,7,L,R,6.0,0.06699
0,7,L,R,7.0,0.02392
1,0,S,L,8.0,0.02841
1,0,S,L,9.0,0.02841
1,0,S,L,10.0,0.02273
1,0,S,L,11.0,0.02841
1,0,S,L,12.0,0.08523
1,0,S,L,13.0,0.02273
1,0,S,L,14.0,0.00568
1,0,S,L,16.0,0.00568
1,0,S,L,18.0,0.30114
1,0,S,L,19.0,0.27841
1,0,S,L,20.0,0.14773
1,0,S,L,21.0,0.01705
1,0,S,L,22.0,0.02273
1,0,S,L,55.0,0.00568
1,0,S,R,6.0,0.00568
1,0,S,R,7.0,0.04545
1,0,S,R,8.0,0.05114
1,0,S,R,9.0,0.04545
1,0,S,R,10.0,0.07955
1,0,S,R,11.0,0.11364
1,0,S,R,12.0,0.0625
1,0,S,R,13.0,0.01136
1,0,S,R,16.0,0.00568
1,0,S,R,17.0,0.10227
1,0,S,R,18.0,0.17614
1,0,S,R,19.0,0.18182
1,0,S,R,20.0,0.11364
1,0,S,R,29.0,0.00568
1,0,R,L,7.0,0.08553
1,0,R,L,8.0,0.11842
1,0,R,L,9.0,0.11842
1,0,R,L,10.0,0.14474
1,0,R,L,11.0,0.21053
1,0,R,L,12.0,0.20395
1,0,R,L,13.0,0.05921
1,0,R,L,14.0,0.02632
1,0,R,L,15.0,0.01316
1,0,R,L,18.0,0.01316
1,0,R,L,20.0,0.00658
1,0,R,R,4.0,0.03947
1,0,R,R,5.0,0.09868
1,0,R,R,6.0,0.15132
1,0,R,R,7.0,0.31579
1,0,R,R,8.0,0.13816
1,0,R,R,9.0,0.08553
1,0,R,R,10.0,0.05263
1,0,R,R,11.0,0.07895
1,0,R,R,12.0,0.01974
1,0,R,R,14.0,0.00658
1,0,R,R,15.0,0.00658
1,0,R,R,18.0,0.00658
1,0,L,L,10.0,0.01435
1,0,L,L,11.0,0.03828
1,0,L,L,12.0,0.05742
1,0,L,L,13.0,0.08134
1,0,L,L,14.0,0.02871
1,0,L,L,15.0,0.02392
1,0,L,L,16.0,0.00957
1,0,L,L,17.0,0.00478
1,0,L,L,18.0,0.08134
1,0,L,L,19.0,0.11962
1,0,L,L,20.0,0.11962
1,0,L,L,21.0,0.04785
1,0,L,L,22.0,0.07177
1,0,L,L,23.0,0.04306
1,0,L,L,24.0,0.03349
1,0,L,L,25.0,0.03828
1,0,L,L,26.0,0.01435
1,0,L,L,27.0,0.01435
1,0,L,L,28.0,0.00957
1,0,L,L,29.0,0.03349
1,0,L,L,30.0,0.04785
1,0,L,L,31.0,0.04306
1,0,L,L,32.0,0.00957
1,0,L,L,48.0,0.00478
1,0,L,L,59.0,0.00478
1,0,L,L,73.0,0.00478
1,0,L,R,32.0,0.00478
1,0,L,R,7.0,0.19617
1,0,L,R,8.0,0.22967
1,0,L,R,9.0,0.11962
1,0,L,R,10.0,0.08612
1,0,L,R,11.0,0.14354
1,0,L,R,12.0,0.08134
1,0,L,R,13.0,0.03828
1,0,L,R,14.0,0.02392
1,0,L,R,15.0,0.03349
1,0,L,R,18.0,0.00478
1,0,L,R,20.0,0.01914
1,0,L,R,22.0,0.00478
1,0,L,R,23.0,0.01435
1,1,S,L,6.0,0.00957
1,1,S,L,7.0,0.04785
1,1,S,L,8.0,0.01435
1,1,S,L,9.0,0.01435
1,1,S,L,11.0,0.02392
1,1,S,L,12.0,0.03828
1,1,S,L,13.0,0.02392
1,1,S,L,14.0,0.02871
1,1,S,L,15.0,0.00957
1,1,S,L,16.0,0.18182
1,1,S,L,17.0,0.17703
1,1,S,L,18.0,0.32057
1,1,S,L,19.0,0.07177
1,1,S,L,20.0,0.02871
1,1,S,L,21.0,0.00957
1,1,S,R,5.0,0.00478
1,1,S,R,6.0,0.00957
1,1,S,R,7.0,0.01435
1,1,S,R,8.0,0.01435
1,1,S,R,9.0,0.04306
1,1,S,R,10.0,0.03349
1,1,S,R,11.0,0.05263
1,1,S,R,12.0,0.05742
1,1,S,R,13.0,0.01914
1,1,S,R,14.0,0.03828
1,1,S,R,15.0,0.03828
1,1,S,R,16.0,0.08612
1,1,S,R,17.0,0.1244
1,1,S,R,18.0,0.33971
1,1,S,R,19.0,0.05263
1,1,S,R,20.0,0.05263
1,1,S,R,24.0,0.00478
1,1,S,R,25.0,0.01435
1,1,R,L,7.0,0.03289
1,1,R,L,8.0,0.00658
1,1,R,L,9.0,0.03947
1,1,R,L,10.0,0.19737
1,1,R,L,11.0,0.40132
1,1,R,L,12.0,0.15789
1,1,R,L,13.0,0.02632
1,1,R,L,14.0,0.00658
1,1,R,L,15.0,0.00658
1,1,R,L,16.0,0.00658
1,1,R,L,17.0,0.00658
1,1,R,L,18.0,0.07895
1,1,R,L,19.0,0.01974
1,1,R,L,20.0,0.01316
1,1,R,R,4.0,0.07237
1,1,R,R,5.0,0.03947
1,1,R,R,6.0,0.03947
1,1,R,R,7.0,0.28947
1,1,R,R,8.0,0.17763
1,1,R,R,9.0,0.13816
1,1,R,R,10.0,0.10526
1,1,R,R,11.0,0.09868
1,1,R,R,12.0,0.01974
1,1,R,R,14.0,0.00658
1,1,R,R,16.0,0.00658
1,1,R,R,18.0,0.00658
1,1,L,L,8.0,0.00478
1,1,L,L,9.0,0.04306
1,1,L,L,10.0,0.03349
1,1,L,L,11.0,0.21531
1,1,L,L,12.0,0.19139
1,1,L,L,13.0,0.06699
1,1,L,L,14.0,0.02871
1,1,L,L,15.0,0.00957
1,1,L,L,16.0,0.01435
1,1,L,L,18.0,0.04306
1,1,L,L,19.0,0.01435
1,1,L,L,20.0,0.04785
1,1,L,L,21.0,0.01914
1,1,L,L,22.0,0.05742
1,1,L,L,23.0,0.02871
1,1,L,L,24.0,0.04306
1,1,L,L,25.0,0.04785
1,1,L,L,26.0,0.00957
1,1,L,L,27.0,0.01435
1,1,L,L,29.0,0.01435
1,1,L,L,30.0,0.01435
1,1,L,L,31.0,0.01914
1,1,L,L,33.0,0.00478
1,1,L,L,68.0,0.00478
1,1,L,L,77.0,0.00478
1,1,L,L,81.0,0.00478
1,1,L,R,4.0,0.00478
1,1,L,R,5.0,0.03828
1,1,L,R,6.0,0.08134
1,1,L,R,7.0,0.36842
1,1,L,R,8.0,0.14833
1,1,L,R,9.0,0.11962
1,1,L,R,10.0,0.03349
1,1,L,R,11.0,0.08134
1,1,L,R,12.0,0.05742
1,1,L,R,13.0,0.03349
1,1,L,R,14.0,0.01914
1,1,L,R,16.0,0.00478
1,1,L,R,17.0,0.00478
1,1,L,R,22.0,0.00478
1,2,S,L,8.0,0.00478
1,2,S,L,9.0,0.03349
1,2,S,L,10.0,0.07177
1,2,S,L,11.0,0.1866
1,2,S,L,12.0,0.15789
1,2,S,L,13.0,0.09091
1,2,S,L,14.0,0.16268
1,2,S,L,15.0,0.07177
1,2,S,L,16.0,0.14833
1,2,S,L,17.0,0.01914
1,2,S,L,18.0,0.03828
1,2,S,L,19.0,0.00957
1,2,S,L,22.0,0.00478
1,2,S,R,7.0,0.00957
1,2,S,R,8.0,0.05263
1,2,S,R,9.0,0.05742
1,2,S,R,10.0,0.0622
1,2,S,R,11.0,0.06699
1,2,S,R,12.0,0.05263
1,2,S,R,13.0,0.10048
1,2,S,R,14.0,0.21531
1,2,S,R,15.0,0.25837
1,2,S,R,16.0,0.09091
1,2,S,R,17.0,0.02392
1,2,S,R,18.0,0.00957
1,2,R,L,7.0,0.03509
1,2,R,L,8.0,0.08187
1,2,R,L,9.0,0.1462
1,2,R,L,10.0,0.21053
1,2,R,L,11.0,0.32164
1,2,R,L,12.0,0.18713
1,2,R,L,13.0,0.00585
1,2,R,L,15.0,0.00585
1,2,R,L,18.0,0.00585
1,2,R,R,5.0,0.0117
1,2,R,R,6.0,0.15205
1,2,R,R,7.0,0.22807
1,2,R,R,8.0,0.22807
1,2,R,R,9.0,0.10526
1,2,R,R,10.0,0.04094
1,2,R,R,11.0,0.17544
1,2,R,R,12.0,0.05263
1,2,R,R,14.0,0.00585
1,2,L,L,7.0,0.00957
1,2,L,L,8.0,0.03349
1,2,L,L,9.0,0.13397
1,2,L,L,10.0,0.12919
1,2,L,L,11.0,0.311
1,2,L,L,12.0,0.11483
1,2,L,L,13.0,0.03828
1,2,L,L,14.0,0.04306
1,2,L,L,15.0,0.00478
1,2,L,L,16.0,0.00957
1,2,L,L,18.0,0.02871
1,2,L,L,19.0,0.00478
1,2,L,L,20.0,0.00957
1,2,L,L,21.0,0.02392
1,2,L,L,22.0,0.02871
1,2,L,L,23.0,0.00957
1,2,L,L,24.0,0.01435
1,2,L,L,25.0,0.01435
1,2,L,L,27.0,0.00957
1,2,L,L,30.0,0.00957
1,2,L,L,31.0,0.00478
1,2,L,L,36.0,0.00478
1,2,L,L,55.0,0.00478
1,2,L,L,65.0,0.00478
1,2,L,R,3.0,0.02392
1,2,L,R,4.0,0.01435
1,2,L,R,5.0,0.09569
1,2,L,R,6.0,0.17703
1,2,L,R,7.0,0.44019
1,2,L,R,8.0,0.0622
1,2,L,R,9.0,0.09091
1,2,L,R,10.0,0.04306
1,2,L,R,11.0,0.04785
1,2,L,R,12.0,0.00478
1,3,S,L,10.0,0.00478
1,3,S,L,11.0,0.18182
1,3,S,L,12.0,0.311
1,3,S,L,13.0,0.1866
1,3,S,L,14.0,0.19139
1,3,S,L,15.0,0.08612
1,3,S,L,16.0,0.02871
1,3,S,L,17.0,0.00478
1,3,S,L,18.0,0.00478
1,3,S,R,5.0,0.00478
1,3,S,R,8.0,0.01914
1,3,S,R,9.0,0.08612
1,3,S,R,10.0,0.05263
1,3,S,R,11.0,0.14833
1,3,S,R,12.0,0.30622
1,3,S,R,13.0,0.11962
1,3,S,R,14.0,0.19139
1,3,S,R,15.0,0.04306
1,3,S,R,16.0,0.01914
1,3,S,R,18.0,0.00957
1,3,R,L,7.0,0.01579
1,3,R,L,8.0,0.02105
1,3,R,L,9.0,0.10526
1,3,R,L,10.0,0.13158
1,3,R,L,11.0,0.44211
1,3,R,L,12.0,0.17895
1,3,R,L,13.0,0.05263
1,3,R,L,14.0,0.01579
1,3,R,L,15.0,0.01579
1,3,R,L,16.0,0.00526
1,3,R,L,17.0,0.00526
1,3,R,L,18.0,0.00526
1,3,R,L,20.0,0.00526
1,3,R,R,3.0,0.08421
1,3,R,R,4.0,0.04211
1,3,R,R,5.0,0.05263
1,3,R,R,6.0,0.08947
1,3,R,R,7.0,0.31579
1,3,R,R,8.0,0.18421
1,3,R,R,9.0,0.13158
1,3,R,R,10.0,0.03158
1,3,R,R,11.0,0.04737
1,3,R,R,12.0,0.00526
1,3,R,R,13.0,0.00526
1,3,R,R,15.0,0.00526
1,3,R,R,16.0,0.00526
1,3,L,L,7.0,0.08612
1,3,L,L,8.0,0.12919
1,3,L,L,9.0,0.15311
1,3,L,L,10.0,0.13397
1,3,L,L,11.0,0.20574
1,3,L,L,12.0,0.12919
1,3,L,L,13.0,0.01914
1,3,L,L,14.0,0.02392
1,3,L,L,15.0,0.04785
1,3,L,L,16.0,0.00957
1,3,L,L,18.0,0.03828
1,3,L,L,19.0,0.00957
1,3,L,L,20.0,0.00957
1,3,L,L,29.0,0.00478
1,3,L,R,4.0,0.06699
1,3,L,R,5.0,0.13876
1,3,L,R,6.0,0.16746
1,3,L,R,7.0,0.29665
1,3,L,R,8.0,0.07656
1,3,L,R,9.0,0.09091
1,3,L,R,10.0,0.1244
1,3,L,R,11.0,0.03828
1,4,S,L,10.0,0.12919
1,4,S,L,11.0,0.38756
1,4,S,L,12.0,0.25837
1,4,S,L,13.0,0.15311
1,4,S,L,14.0,0.03828
1,4,S,L,15.0,0.02392
1,4,S,L,16.0,0.00478
1,4,S,L,18.0,0.00478
1,4,S,R,4.0,0.00478
1,4,S,R,5.0,0.02392
1,4,S,R,6.0,0.03349
1,4,S,R,7.0,0.05742
1,4,S,R,8.0,0.08134
1,4,S,R,9.0,0.15789
1,4,S,R,10.0,0.17703
1,4,S,R,11.0,0.18182
1,4,S,R,12.0,0.1866
1,4,S,R,13.0,0.03828
1,4,S,R,14.0,0.04785
1,4,S,R,15.0,0.00478
1,4,S,R,17.0,0.00478
1,4,R,L,7.0,0.16746
1,4,R,L,8.0,0.14833
1,4,R,L,9.0,0.17225
1,4,R,L,10.0,0.21531
1,4,R,L,11.0,0.21531
1,4,R,L,12.0,0.05263
1,4,R,L,13.0,0.00478
1,4,R,L,14.0,0.01435
1,4,R,L,15.0,0.00957
1,4,R,R,1.0,0.00478
1,4,R,R,4.0,0.05263
1,4,R,R,5.0,0.07177
1,4,R,R,6.0,0.20574
1,4,R,R,7.0,0.36364
1,4,R,R,8.0,0.15311
1,4,R,R,9.0,0.07656
1,4,R,R,10.0,0.02871
1,4,R,R,11.0,0.02392
1,4,R,R,12.0,0.00478
1,4,R,R,14.0,0.00957
1,4,R,R,16.0,0.00478
1,4,L,L,3.0,0.00478
1,4,L,L,4.0,0.03828
1,4,L,L,5.0,0.00957
1,4,L,L,7.0,0.03349
1,4,L,L,8.0,0.04785
1,4,L,L,9.0,0.11005
1,4,L,L,10.0,0.1244
1,4,L,L,11.0,0.44498
1,4,L,L,12.0,0.09569
1,4,L,L,13.0,0.01914
1,4,L,L,14.0,0.02392
1,4,L,L,15.0,0.01435
1,4,L,L,18.0,0.02392
1,4,L,L,20.0,0.00478
1,4,L,L,27.0,0.00478
1,4,L,R,3.0,0.05263
1,4,L,R,4.0,0.07177
1,4,L,R,5.0,0.1866
1,4,L,R,6.0,0.31579
1,4,L,R,7.0,0.2823
1,4,L,R,8.0,0.05742
1,4,L,R,9.0,0.01914
1,4,L,R,10.0,0.00478
1,4,L,R,11.0,0.00957
1,5,S,L,7.0,0.10526
1,5,S,L,8.0,0.17703
1,5,S,L,9.0,0.19617
1,5,S,L,10.0,0.1866
1,5,S,L,11.0,0.20574
1,5,S,L,12.0,0.05263
1,5,S,L,13.0,0.02392
1,5,S,L,14.0,0.04306
1,5,S,L,15.0,0.00478
1,5,S,L,18.0,0.00478
1,5,S,R,4.0,0.02871
1,5,S,R,5.0,0.06699
1,5,S,R,6.0,0.10048
1,5,S,R,7.0,0.3445
1,5,S,R,8.0,0.20574
1,5,S,R,9.0,0.09091
1,5,S,R,10.0,0.06699
1,5,S,R,11.0,0.03349
1,5,S,R,12.0,0.02392
1,5,S,R,13.0,0.01435
1,5,S,R,14.0,0.02392
1,5,R,L,2.0,0.02871
1,5,R,L,6.0,0.01435
1,5,R,L,7.0,0.10526
1,5,R,L,8.0,0.1244
1,5,R,L,9.0,0.15789
1,5,R,L,10.0,0.26316
1,5,R,L,11.0,0.27751
1,5,R,L,12.0,0.02392
1,5,R,L,13.0,0.00478
1,5,R,R,2.0,0.01435
1,5,R,R,3.0,0.01435
1,5,R,R,4.0,0.03349
1,5,R,R,5.0,0.04785
1,5,R,R,6.0,0.13397
1,5,R,R,7.0,0.36842
1,5,R,R,8.0,0.17225
1,5,R,R,9.0,0.11005
1,5,R,R,10.0,0.01914
1,5,R,R,11.0,0.08134
1,5,R,R,12.0,0.00478
1,5,L,L,7.0,0.09569
1,5,L,L,8.0,0.13397
1,5,L,L,9.0,0.16746
1,5,L,L,10.0,0.21053
1,5,L,L,11.0,0.25837
1,5,L,L,12.0,0.08612
1,5,L,L,13.0,0.00957
1,5,L,L,14.0,0.02392
1,5,L,L,15.0,0.00957
1,5,L,L,19.0,0.00478
1,5,L,R,4.0,0.0622
1,5,L,R,5.0,0.26794
1,5,L,R,6.0,0.30144
1,5,L,R,7.0,0.23445
1,5,L,R,8.0,0.05263
1,5,L,R,9.0,0.04785
1,5,L,R,10.0,0.02871
1,5,L,R,11.0,0.00478
1,6,S,L,4.0,0.00478
1,6,S,L,5.0,0.07177
1,6,S,L,6.0,0.13397
1,6,S,L,7.0,0.34928
1,6,S,L,8.0,0.1244
1,6,S,L,9.0,0.16746
1,6,S,L,10.0,0.07656
1,6,S,L,11.0,0.03349
1,6,S,L,12.0,0.00478
1,6,S,L,13.0,0.00957
1,6,S,L,14.0,0.00478
1,6,S,L,15.0,0.00957
1,6,S,L,16.0,0.00957
1,6,S,R,3.0,0.07656
1,6,S,R,4.0,0.20096
1,6,S,R,5.0,0.18182
1,6,S,R,6.0,0.11483
1,6,S,R,7.0,0.27751
1,6,S,R,8.0,0.0622
1,6,S,R,9.0,0.05742
1,6,S,R,10.0,0.00957
1,6,S,R,11.0,0.00957
1,6,S,R,12.0,0.00957
1,6,R,L,7.0,0.07656
1,6,R,L,8.0,0.16268
1,6,R,L,9.0,0.20574
1,6,R,L,10.0,0.16746
1,6,R,L,11.0,0.19617
1,6,R,L,12.0,0.11962
1,6,R,L,13.0,0.03349
1,6,R,L,14.0,0.01914
1,6,R,L,15.0,0.00478
1,6,R,L,16.0,0.00478
1,6,R,L,17.0,0.00478
1,6,R,L,18.0,0.00478
1,6,R,R,3.0,0.00478
1,6,R,R,4.0,0.02871
1,6,R,R,5.0,0.09091
1,6,R,R,6.0,0.19139
1,6,R,R,7.0,0.41148
1,6,R,R,8.0,0.11483
1,6,R,R,9.0,0.00957
1,6,R,R,10.0,0.08612
1,6,R,R,11.0,0.03828
1,6,R,R,12.0,0.01914
1,6,R,R,13.0,0.00478
1,6,L,L,7.0,0.08612
1,6,L,L,8.0,0.20096
1,6,L,L,9.0,0.29665
1,6,L,L,10.0,0.25359
1,6,L,L,11.0,0.11005
1,6,L,L,12.0,0.03828
1,6,L,L,14.0,0.00478
1,6,L,L,16.0,0.00478
1,6,L,L,20.0,0.00478
1,6,L,R,3.0,0.07656
1,6,L,R,4.0,0.12919
1,6,L,R,5.0,0.06699
1,6,L,R,6.0,0.11962
1,6,L,R,7.0,0.311
1,6,L,R,8.0,0.13397
1,6,L,R,9.0,0.0622
1,6,L,R,10.0,0.01914
1,6,L,R,11.0,0.03828
1,6,L,R,12.0,0.02871
1,6,L,R,13.0,0.00957
1,6,L,R,18.0,0.00478
1,7,S,L,3.0,0.15311
1,7,S,L,4.0,0.08134
1,7,S,L,5.0,0.04785
1,7,S,L,6.0,0.12919
1,7,S,L,7.0,0.19139
1,7,S,L,8.0,0.0622
1,7,S,L,9.0,0.09091
1,7,S,L,10.0,0.06699
1,7,S,L,11.0,0.13397
1,7,S,L,12.0,0.03828
1,7,S,L,15.0,0.00478
1,7,S,R,2.0,0.02871
1,7,S,R,3.0,0.64593
1,7,S,R,4.0,0.1244
1,7,S,R,5.0,0.03828
1,7,S,R,6.0,0.06699
1,7,S,R,7.0,0.05263
1,7,S,R,8.0,0.02392
1,7,S,R,9.0,0.00478
1,7,S,R,10.0,0.00478
1,7,S,R,11.0,0.00478
1,7,S,R,12.0,0.00478
1,7,R,L,7.0,0.00478
1,7,R,L,8.0,0.02871
1,7,R,L,9.0,0.13397
1,7,R,L,10.0,0.27751
1,7,R,L,11.0,0.35407
1,7,R,L,12.0,0.17703
1,7,R,L,13.0,0.00957
1,7,R,L,15.0,0.00478
1,7,R,L,16.0,0.00478
1,7,R,L,18.0,0.00478
1,7,R,R,5.0,0.02871
1,7,R,R,6.0,0.08134
1,7,R,R,7.0,0.32057
1,7,R,R,8.0,0.11962
1,7,R,R,9.0,0.16746
1,7,R,R,10.0,0.0622
1,7,R,R,11.0,0.13876
1,7,R,R,12.0,0.07177
1,7,R,R,16.0,0.00478
1,7,R,R,18.0,0.00478
1,7,L,L,8.0,0.11483
1,7,L,L,9.0,0.1866
1,7,L,L,10.0,0.21531
1,7,L,L,11.0,0.25359
1,7,L,L,12.0,0.08612
1,7,L,L,13.0,0.03828
1,7,L,L,14.0,0.03349
1,7,L,L,15.0,0.01435
1,7,L,L,16.0,0.02392
1,7,L,L,18.0,0.02871
1,7,L,L,20.0,0.00478
1,7,L,R,3.0,0.15311
1,7,L,R,4.0,0.04306
